name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,reachable,https,final_url,mobile_viewport,copyright_year,page_size_kb,load_ms,red_flags,lead_score
Vantage Roofing Ltd.,roofing contractor,Burnaby BC,(778) 743-1311,"4808 Hazel St #2105, Burnaby, BC V5G 4E1, Canada",5,46,https://vantageroofingltd.ca/services/burnaby-roofers/?utm_source=google&utm_medium=organic&utm_campaign=gmb,real,https://maps.google.com/?cid=297276136809176868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://vantageroofingltd.ca/services/burnaby-roofers/?utm_source=google&utm_medium=organic&utm_campaign=gmb,yes,,596,335,,54
Kerrisdale Roofing And Drains Ltd.,roofing contractor,Richmond BC,(604) 360-2114,"168 W 71st Ave, Vancouver, BC V5X 4S7, Canada",4.8,41,https://www.kerrisdaleroofinganddrains.com/,real,https://maps.google.com/?cid=8273544133702070507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.kerrisdaleroofinganddrains.com/,yes,,311,349,,54
Affordable Quality Roofing Ltd,roofing contractor,North Vancouver BC,(604) 984-9004,"2411 Dollarton Hwy #212, North Vancouver, BC V7H 0A3, Canada",4.1,43,https://www.affordablequalityroofing.com/,real,https://maps.google.com/?cid=9336260378829134563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.affordablequalityroofing.com/,yes,,58,681,,54
Trigger Electric Ltd.,electrician,Burnaby BC,(778) 719-4010,"2133 Douglas Rd Unit 2901, Burnaby, BC V5C 0E9, Canada",5,92,https://triggerelectric.ca/,real,https://maps.google.com/?cid=13536793057687284525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://triggerelectric.ca/,no,,0,1050,not_mobile_ready,54
PTX Electric LTD.,electrician,Burnaby BC,(604) 700-3142,"9657 Sullivan St, Burnaby, BC V3J 1H8, Canada",4.9,141,https://www.ptxelectric.com/pages/service-areas/commercial-residential-electrical-services-burnaby-bc,real,https://maps.google.com/?cid=6845900671567730749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.ptxelectric.com/pages/service-areas/commercial-residential-electrical-services-burnaby-bc,yes,,53,264,,54
JZ Electric Ltd.,electrician,North Vancouver BC,(604) 725-7983,"595 Burrard St, Vancouver, BC V7X 1A2, Canada",5,148,https://jzelectric.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-vancouver,real,https://maps.google.com/?cid=2265465300506858758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://jzelectric.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-vancouver,yes,,394,497,,54
Grand Performance Auto Centre,auto repair shop,Richmond BC,(604) 232-4666,"12091 Vulcan Wy, Richmond, BC V6V 1J7, Canada",4.6,191,http://www.gpautocentre.com/,real,https://maps.google.com/?cid=1039029663517641689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://gpautocentre.com/,yes,2017,92,216,stale_copyright_2017,54
True Electric,electrician,Surrey BC,(604) 889-2462,"15168 33 Ave #221, Surrey, BC V3Z 0N7, Canada",4.9,99,http://true-electric.ca/,real,https://maps.google.com/?cid=10726762152631053759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,dead,no,,no,,,,unreachable_TimeoutError,54
A1 Kam Plumbing,plumber,Burnaby BC,(604) 726-7851,"5637 Lincoln St, Vancouver, BC V5R 4P5, Canada",4.8,89,http://www.a1kamplumbing.com/,real,https://maps.google.com/?cid=18351052797600377164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.a1kamplumbing.com/,yes,2022,59,216,stale_copyright_2022,53
Call Moe Plumbing,plumber,Coquitlam BC,(604) 398-4478,"220 Brew St, Port Moody, BC V3H 0E2, Canada",4.7,137,http://www.callmoe.ca/,real,https://maps.google.com/?cid=1692148696369526320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://callmoe.ca/,yes,2026,119,2734,,53
Mr. Rooter Plumbing of Maple Ridge,plumber,Maple Ridge BC,(604) 460-0208,"22529 Lougheed Hwy, Maple Ridge, BC V2X 0T5, Canada",4.6,131,https://www.mrrooter.ca/Maple-Ridge/?utm_source=gmb&utm_campaign=local&utm_medium=organic,real,https://maps.google.com/?cid=1129365439759881035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.mrrooter.ca/Maple-Ridge/?utm_source=gmb&utm_campaign=local&utm_medium=organic,yes,,1054,130,,53
Nation Furnace Heating & Air Conditioning HVAC Ltd.,hvac contractor,Surrey BC,(604) 260-1012,"8028 128 St, Surrey, BC V3W 4E9, Canada",5,86,https://nationheating.ca/surrey/,real,https://maps.google.com/?cid=3113456554209215559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://nationheating.ca/surrey/,yes,2022,143,1107,stale_copyright_2022,53
Aquaflame Heating & Cooling Ltd,hvac contractor,Surrey BC,(778) 999-4422,"17720 57 Ave #204, Surrey, BC V3S 1H2, Canada",4.9,135,https://aquaflame.ca/,real,https://maps.google.com/?cid=17893736503273666049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://aquaflame.ca/,yes,2025,82,515,,53
Nation Furnace Heating & Air Conditioning HVAC Ltd.,hvac contractor,Langley BC,(604) 332-8599,"20627 Fraser Hwy, Langley, BC V3A 4G4, Canada",5,84,https://nationheating.ca/langley,real,https://maps.google.com/?cid=16858172871204361597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://nationheating.ca/langley/,yes,2022,127,1379,stale_copyright_2022,53
Cloudy Town Heating & Cooling,hvac contractor,Langley BC,(778) 242-3202,"21233 95a Ave, Langley Twp, BC V1M 1P2, Canada",5,87,http://www.cloudytown.ca/,real,https://maps.google.com/?cid=14506282491984883210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.cloudytown.ca/,yes,,716,567,builder_wix,53
Costar Home Energy Ltd.,hvac contractor,Richmond BC,,"1991 Savage Rd, Richmond, BC V6V 0A5, Canada",4.7,86,http://costarhomeenergy.com/,real,https://maps.google.com/?cid=1834546043274266746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.costarhomeenergy.com/,yes,,802,527,builder_wix,53
Neighbourhood Heating & Cooling,hvac contractor,Delta BC,(604) 946-7778,"7311 Vantage Wy #103, Delta, BC V4G 1C9, Canada",5,135,http://www.callneighbourhood.com/,real,https://maps.google.com/?cid=29642841072014225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://callneighbourhood.com/,yes,,1369,604,,53
GL Roofing Ltd.,roofing contractor,Surrey BC,(604) 240-5362,"15106 91 Ave, Surrey, BC V3R 1B7, Canada",4.6,35,http://www.glroofing.ca/,real,https://maps.google.com/?cid=13709312363447365307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://glroofing.ca/,yes,2026,197,1252,,53
MK Roofing,roofing contractor,Surrey BC,(778) 863-4443,"9544 125 St, Surrey, BC V3V 4X7, Canada",4.9,35,https://www.mkroofing.ca/,real,https://maps.google.com/?cid=10964187489441357247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://mkroofing.ca/,yes,,98,2853,,53
Goodluck Siding & Roofing Ltd,roofing contractor,Surrey BC,(778) 865-6311,"14760 84a Ave, Surrey, BC V3S 6Z6, Canada",5,36,https://www.goodlucksidingroofing.ca/,real,https://maps.google.com/?cid=364337939189999815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://goodlucksidingroofing.ca/,yes,,149,2296,,53
Roofing Contractors Association Of B C,roofing contractor,Langley BC,(604) 882-9734,"9734 201 St, Langley Twp, BC V1M 3E8, Canada",4.8,33,http://www.rcabc.org/,real,https://maps.google.com/?cid=17018299237066798981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.rcabc.org/,yes,2026,92,669,,53
Emmax Roofing Inc,roofing contractor,Burnaby BC,(778) 233-9089,"5147 Earles St, Vancouver, BC V5R 3S3, Canada",5,30,https://emmaxroofing.ca/,real,https://maps.google.com/?cid=10714629718247210266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://emmaxroofing.ca/,yes,,173,2748,,53
ABC Roofing & Maintenance,roofing contractor,Richmond BC,(604) 735-8678,"5740 Langtree Ave, Richmond, BC V7C 4L3, Canada",5,37,https://www.abcinbc.com/,real,https://maps.google.com/?cid=14162678222778267849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://abcinbc.com/,yes,,209,1386,,53
Canstar Property Maintenance Ltd,roofing contractor,Richmond BC,(604) 782-2123,"11131 No 1 Rd, Richmond, BC V7E 1S6, Canada",4.6,32,https://canstarpropertymaintenance.ca/,real,https://maps.google.com/?cid=7128106207289200926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://canstarpropertymaintenance.ca/,yes,,90,592,,53
Level Up Gutters & Exteriors Corp.,roofing contractor,Richmond BC,(778) 814-7102,"3111 Corvette Way, Richmond, BC V6X 4K3, Canada",5,32,http://levelupgutters.ca/,real,https://maps.google.com/?cid=9496021708738079320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://levelupgutters.ca/,yes,,158,964,,53
Ghost Property Services,roofing contractor,Richmond BC,(778) 928-3336,"11151 Bridgeport Rd, Richmond, BC V6X 1T3, Canada",5,33,http://ghostproperty.ca/,real,https://maps.google.com/?cid=13212582965355358236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://ghostproperty.ca/,yes,2026,202,3182,,53
Ham Building Supplies Ltd.,roofing contractor,Richmond BC,(604) 322-7141,"11531 Eburne Way, Richmond, BC V6V 2Y7, Canada",4.4,33,https://hambuildingsupplies.ca/,real,https://maps.google.com/?cid=4665686780714560608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://hambuildingsupplies.ca/,yes,2026,102,90,,53
H & I Roofing Ltd,roofing contractor,Maple Ridge BC,(604) 462-9849,"25525 104 Ave, Maple Ridge, BC V2W 1K5, Canada",4,37,https://www.hiroofing.ca/,real,https://maps.google.com/?cid=16249100308609413589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.hiroofing.ca/,yes,,7,297,,53
Gelinas Roofing Ltd.,roofing contractor,Maple Ridge BC,(604) 720-5054,"25697 112 Ave, Maple Ridge, BC V2W 1H1, Canada",4.9,39,http://gelinasroofing.com/,real,https://maps.google.com/?cid=6556679075626202142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://gelinasroofing.com/,yes,,31,986,,53
First Choice Electric,electrician,Burnaby BC,(604) 783-1112,"215 N Ranelagh Ave, Burnaby, BC V5B 1H9, Canada",5,86,http://www.rightwayelectric.ca/,real,https://maps.google.com/?cid=11306163890247367280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://rightwayelectric.ca/,yes,,25,1391,no_ssl,53
Electrical Savvy Contracting Inc.,electrician,Burnaby BC,(778) 788-5515,"7260 1st St, Burnaby, BC V3N 3S6, Canada",5,31,http://electricalsavvy.com/,real,https://maps.google.com/?cid=3704281304014951418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://electricalsavvy.com/,yes,2018,77,291,stale_copyright_2018;no_ssl,53
Superior West Electric Ltd.,electrician,Burnaby BC,(604) 889-5370,"7674 Winston St, Burnaby, BC V5A 3A7, Canada",4.8,31,http://www.superiorwest.ca/,real,https://maps.google.com/?cid=4943874649845448863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.superiorwest.ca/,yes,,21,277,no_ssl;builder_weebly,53
WireChief Electric,electrician,Burnaby BC,(604) 800-1665,"422 Richards St Ste 170, Vancouver, BC V6B 2Z4, Canada",4.9,88,https://www.wirechiefelectric.com/,real,https://maps.google.com/?cid=3409346617086847400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.wirechiefelectric.com/,yes,2010,167,1110,stale_copyright_2010,53
JAM Electric Ltd.,electrician,Coquitlam BC,(604) 880-8057,"1558 Grant Ave #107, Port Coquitlam, BC V3B 1P2, Canada",5,138,http://jamelectric.ca/,real,https://maps.google.com/?cid=7869770401398626162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://jamelectric.ca/,yes,,156,488,,53
D5 Electrical Ltd.,electrician,Richmond BC,(778) 683-8511,"7696 Ross St, Vancouver, BC V5X 4B9, Canada",4.9,87,https://www.d5electrical.ca/,real,https://maps.google.com/?cid=14629187533541061520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.d5electrical.ca/,yes,,1138,164,builder_wix,53
Terradyne Electrical Services Inc.,electrician,Delta BC,(780) 296-3527,"11328 89 Ave, Delta, BC V4C 3G1, Canada",5,30,http://terradyneelectrical.com/?utm_source=gmb&utm_medium=referral,real,https://maps.google.com/?cid=18441740882712662627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http_404,no,http://terradyneelectrical.com/?utm_source=gmb&utm_medium=referral,no,,1,382,not_mobile_ready;no_ssl,53
Merit Electric Corp.,electrician,North Vancouver BC,(604) 800-1888,"901 3rd St W, North Vancouver, BC V7P 3P9, Canada",5,131,https://www.themerit.ca/,real,https://maps.google.com/?cid=13890757496306508442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://themerit.ca/,yes,2026,105,4031,,53
Kitt Electric ltd,electrician,North Vancouver BC,(604) 314-8115,"1293 Silverwood Crescent, North Vancouver, BC V7P 1J4, Canada",5,37,http://kittelectric.ca/,real,https://maps.google.com/?cid=15072389741337388297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.kittelectric.ca/,yes,2023,589,480,stale_copyright_2023;builder_wix,53
Strawberry Hill Auto,auto repair shop,Surrey BC,(604) 597-9325,"7855 King George Blvd, Surrey, BC V3W 5B1, Canada",4.7,183,http://www.strawberryhillauto.com/,real,https://maps.google.com/?cid=10035361006928241341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.strawberryhillauto.com/,yes,,6,1070,no_ssl,53
Aldana's Automotive Repairs,auto repair shop,Surrey BC,(604) 780-5723,"12451 82 Ave Unit 221, Surrey, BC V3W 3E9, Canada",4.7,133,http://www.aldanasautomotive.ca/,real,https://maps.google.com/?cid=7433102805280230507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.aldanasautomotive.ca/,no,,0,405,not_mobile_ready;no_ssl,53
Mobi Cleaning Canada Coquitlam BC,house cleaning service,Coquitlam BC,(778) 801-8595,"1591 Booth Ave #305, Coquitlam, BC V3K 1B7, Canada",4.9,186,http://www.mobicleaning.ca/,real,https://maps.google.com/?cid=3356563566587973975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://mobicleaning.ca/,no,2015,1122,2013,not_mobile_ready;stale_copyright_2015;builder_web,53
Cheema Plumbing,plumber,Surrey BC,(778) 896-3776,"15408 96 Ave, Surrey, BC V3R 1G5, Canada",4.9,31,http://cheemaplumbing.com/,real,https://maps.google.com/?cid=7354777826888747428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.cheemaplumbing.com/,yes,2018,180,850,stale_copyright_2018;no_ssl,53
The Handyman Vancouver,roofing contractor,Richmond BC,(604) 200-6490,"6678 Fremlin St, Vancouver, BC V6P 3W1, Canada",5,31,https://www.thehandymanvancouver.ca/,real,https://maps.google.com/?cid=11786681095165606697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.thehandymanvancouver.ca/,yes,2026,172,267,,53
Miracle Construction Services Ltd,roofing contractor,Maple Ridge BC,(778) 873-5282,"12127 Cherrywood Dr, Maple Ridge, BC V2X 9K5, Canada",4.8,33,https://miracleconstruction.ca/,real,https://maps.google.com/?cid=15037437635983410438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://miracleconstruction.ca/,yes,2026,108,350,,53
GoldenHeights Roofing Of North Vancouver,roofing contractor,North Vancouver BC,(778) 907-4263,"117 15th St E #234, North Vancouver, BC V7L 2P7, Canada",5,34,http://goldenheightsroofing.ca/,real,https://maps.google.com/?cid=8868553416313564744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://goldenheightsroofing.ca/,yes,2026,150,582,,53
Hearthcrest Home Renovations Of North Vancouver,roofing contractor,North Vancouver BC,(778) 657-0325,"1515 Eastern Ave #347, North Vancouver, BC V7L 4R2, Canada",5,36,http://hearthcrestrenovations.ca/,real,https://maps.google.com/?cid=12182332611534731318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://hearthcrestrenovations.ca/,yes,2026,140,605,,53
R & M Mechanical,plumber,Burnaby BC,(604) 677-9000,"4026 1st Ave, Burnaby, BC V5C 3W4, Canada",4.7,70,http://rmmechanical.ca/,real,https://maps.google.com/?cid=815378546349275825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.rmmechanical.ca/,yes,,839,413,builder_wix,52
Peace of Mind Plumbing & Heating Ltd.,plumber,Richmond BC,(604) 500-9876,"11871 Horseshoe Wy #1117, Richmond, BC V7A 5H5, Canada",4.8,74,http://www.peaceofmindplumbing.ca/,real,https://maps.google.com/?cid=13209449027661605568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ssl_error,no,,no,,,,broken_ssl,52
Day2Day Plumbing Ltd.,plumber,Maple Ridge BC,(604) 442-4226,"226 St, Maple Ridge, BC V2X 2M2, Canada",5,124,http://www.day2dayplumbing.ca/,real,https://maps.google.com/?cid=15817243167612422723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://day2dayplumbing.ca/,yes,2025,264,1053,,52
111 Heating Services,plumber,Maple Ridge BC,(604) 262-9909,"23102 123b Ave, Maple Ridge, BC V2X 9Z8, Canada",4.9,77,https://tripleoneheating.ca/,real,https://maps.google.com/?cid=4908972436843969907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tripleoneheating.ca/,yes,2014,184,396,stale_copyright_2014,52
"Lord Mechanical Plumbing, Heating",plumber,North Vancouver BC,(604) 670-3737,"250 E 2nd St, North Vancouver, BC V7L 1C5, Canada",5,128,https://lordmechanical.ca/,real,https://maps.google.com/?cid=764365992533490991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://lordmechanical.ca/,yes,,62,538,,52
Vortex HVAC solutions,hvac contractor,Burnaby BC,(604) 345-2447,"4720 Lougheed Hwy, Burnaby, BC V5C 0N8, Canada",5,74,https://www.vortexhvacs.ca/,real,https://maps.google.com/?cid=17973481039753708462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.vortexhvacs.ca/,yes,,901,187,builder_wix,52
Heatex Furnace Ltd.,hvac contractor,Coquitlam BC,(604) 568-0077,"2471 Friskie Ave, Port Coquitlam, BC V3B 7P9, Canada",4.9,71,https://heatexfurnace.com/,real,https://maps.google.com/?cid=12046957360672433944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://heatexfurnace.com/,yes,2022,315,910,stale_copyright_2022,52
Eco Master Heating and Cooling,hvac contractor,Coquitlam BC,(604) 760-2678,"2970 Cove Pl, Coquitlam, BC V3C 3R7, Canada",5,21,http://www.ecomaster.ca/,real,https://maps.google.com/?cid=7207821733040079488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.ecomaster.ca/,no,2014,22,267,not_mobile_ready;stale_copyright_2014,52
Airon Heating and Air Conditioning,hvac contractor,Richmond BC,(604) 270-2040,"2639 Viking Wy, Richmond, BC V6V 1N3, Canada",4.6,22,http://www.aironhvac.com/,real,https://maps.google.com/?cid=12922908276045963295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.aironhvac.com/,yes,2016,38,1235,stale_copyright_2016;no_ssl,52
Ryan Heating & Air Conditioning,hvac contractor,Maple Ridge BC,(778) 228-5330,"21433 Cherry Pl, Maple Ridge, BC V2X 4L5, Canada",5,127,https://www.heatingbyryan.ca/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,real,https://maps.google.com/?cid=7561619300704265867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.heatingbyryan.ca/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,yes,,83,3020,,52
Kanga Roofing,roofing contractor,Surrey BC,(604) 240-9510,"11028 157 St, Surrey, BC V4N 1C5, Canada",5,27,http://www.kangaroofing.ca/,real,https://maps.google.com/?cid=12530348905041673112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://kangaroofing.ca/,yes,,154,3032,,52
I-M Roofing Ltd,roofing contractor,Surrey BC,(236) 838-9577,"15482 86a Ave, Surrey, BC V3S 2R6, Canada",5,28,https://imroofs.com/,real,https://maps.google.com/?cid=6591302152617111064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://imroofs.com/,yes,2025,188,145,,52
Accountable Roofing,roofing contractor,Surrey BC,(604) 888-5722,"5909 177b St, Surrey, BC V3S 4J7, Canada",5,21,http://www.accountableroofing.ca/,real,https://maps.google.com/?cid=239990104722576818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://accountableroofing.ca/,yes,2026,29,1187,,52
Level Up Canadian Roofing & Exteriors,roofing contractor,Langley BC,(604) 239-5656,"9180 Hemlock Dr, Richmond, BC V6Y 4J5, Canada",5,26,http://levelupcanadianroofing.ca/,real,https://maps.google.com/?cid=10048507346551005710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.levelupcanadianroofing.ca/,yes,,45,1717,,52
OnTop Roofing Ltd.,roofing contractor,Langley BC,(604) 809-6990,"20821 Fraser Hwy #47, Langley, BC V3A 0B6, Canada",4.9,24,http://www.ontop-roofing.ca/,real,https://maps.google.com/?cid=1214079762636415125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://ontop-roofing.ca/,yes,2026,234,671,,52
Homan Roofing,roofing contractor,Langley BC,(604) 514-9456,"19613 56 Ave #101, Langley, BC V3A 3X7, Canada",4.1,28,http://homan.ca/,real,https://maps.google.com/?cid=9698883074156264901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://homan.ca/,yes,,6,977,,52
Harvard Roofing & Sheet Metal,roofing contractor,Langley BC,(604) 530-1818,"20351 Duncan Way #108, Langley, BC V3A 7N3, Canada",4.4,27,http://www.harvardroofing.ca/,real,https://maps.google.com/?cid=2796427053191769833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.harvard-roofing.com/,yes,,41,1162,,52
